brand,name,preference_base_note,preference_middle_note,satisfaction,buyer_gender,buyer_age,user_id
Sedr Al-Khaleej Perfumes,Eghra Perfume,Jasmine,Fruity,5,Women,39,370.0
TED LAPIDUS,Pour Homme,amber,orrisroot,3,Men,32,30.0
HUGO BOSS,Femme,LemonWood.,Jasmine,3,Men,39,185.0
Dunhill,Desire Blue,Amber,Orange,4,Men,36,380.0
NARCISO RODRIGUEZ,Narciso Rodriguez For Her,Vetiver,EgyptianMusk,4,Women,33,251.0
Lancome,Miracle,Jasmine,Magnolia,5,Men,37,348.0
PACO RABANNE,Invictus Intense,Amber,Laurels,5,Men,34,108.0
MINI COLLECTION,Eaudemoiselle No.1154,rose,cinnamon,3,Men,22,389.0
LANVIN,L'Homme Sport,Amber,Iris,5,Men,22,155.0
HUGO BOSS,The Scent,WoodyNotes,Lavender,3,Women,30,115.0
DAVIDOFF,The Brilliant Game,SensualAddictionOfTheTonkaBeanNote,CharismaticVirilityOfACedarwood,3,Men,40,30.0
GUCCI,Guilty Absolute,WoodyNotes,Patchouli,4,Men,34,139.0
BURBERRY,Body,CashmereWood,Rose,3,Women,34,346.0
Dunhill,Desire,Musk,Patchouli,3,Men,26,302.0
PRADA,Amber Intense,CreamyAmber,Vanilla,5,Men,37,27.0
GUESS,Seductive Blue,Moss,BlueCoralAquaspaceAccord,3,Women,36,335.0
PACO RABANNE,1 Million Lucky,Oakmoss,Hazelnut,3,Men,27,334.0
GIORGIO ARMANI,Code,TonkaBean,OliveFlowerSpicedWithStarAnise,5,Women,38,137.0
Calvin Klein,Escape,Vetiver,Cloves,4,Women,24,58.0
Roberto Cavalli,Paradiso Assoluto,Cashmeran,RedLily,5,Men,31,212.0
Yves Saint Laurent,Manifesto,Cedar,Lily-Of-The-Valley,3,Men,39,114.0
LACOSTE,Pour Femme,Musk,JasminePetals,4,Men,32,211.0
DORALL COLLECTION,Oud Maaruf,drywoody-amber,geranium,5,Men,24,107.0
BOUCHERON,Place Vendome,Cedar,Peony,4,Women,31,395.0
Nikos,Sculpture Homme,Amber,Jasmine,5,Men,29,221.0
GUCCI,Rush 2,Oakmoss,PlamTree,3,Men,27,249.0
Rasasi,Romance,PowderyNotes,Jasmine,4,Women,30,182.0
S.T.Dupont,Passenger,Benzoin,PinkPepper,4,Women,32,98.0
PACO RABANNE,One Million,BlondeLeatherPatchouliWhiteWoodsAmber,CinnamonSpices,3,Women,33,249.0
GUESS,Marciano,Musk,PinkHoneysuckle,4,Women,32,300.0
DAVIDOFF,Hot Water,Styrax,Patchouli,3,Women,38,259.0
COACH,Floral,Vanilla,JasmineSambac,3,Women,29,357.0
Jacques Bogart,One Man Show,Amber,Labdanum,5,Men,36,178.0
CHLOE,Chloe,Amber,Rose,5,Women,26,89.0
S.T.Dupont,Dupont,Amber,CedarWood,5,Men,26,228.0
Franck Olivier,Oud Touch,Amber,Rose,4,Men,29,189.0
BURBERRY,My Burberry,CentifoliaRose,FreesiaFlowers,4,Men,32,284.0
GUCCI,Flora Gorgeous Gardenia,Patchouli,Gardenia,4,Men,40,259.0
Dunhill,Desire,Labdanum,Rose,4,Women,25,162.0
S.T.Dupont,Passenger Spray,Sandalwood,Gardenia,3,Women,33,16.0
VERSACE,Eros,Ambroxan,JasmineSambac,3,Women,28,3.0
CERRUTI 1881,Cerruti,Musk,Cassia,3,Men,37,138.0
CAROLINA HERRERA,212 VIP,SaltyAmber,HotGinger,3,Men,26,56.0
GUESS,Guess Pink,Cedar,Magnolia,4,Men,36,136.0
NARCISO RODRIGUEZ,Narciso Rodriguez,Sandalwood,Amber,3,Women,26,93.0
JAGUAR,Classic Black,Vetiver,CardamomWithBlackTeaLeaves,3,Men,20,305.0
Roberto Cavalli,Paradiso,PineTree,Jasmine,4,Men,39,192.0
Armaf,Club De Nuit Intense,Patchouli,Jasmine,4,Women,24,334.0
Geoffrey Beene,Grey Flannel,Almond,mimosa,4,Men,27,27.0
CARTIER,Declaration Essence,Vetiver,Geranium,3,Women,36,78.0
MONTBLANC,Emblem ED,Woodsy,Cinnamon,5,Women,40,58.0
COACH,Floral,Patchouli,TeaRose,4,Men,25,315.0
Jacques Bogart,Silver Scent,Litchi,Nutmeg,5,Men,26,231.0
Lattafa,Musk Mood,Musk,Caramel,5,Men,30,294.0
Guerlain,L'instant,Musk,Magnolia,4,Men,40,155.0
VERSACE,Eros,Ambroxan,LemonBlossom,5,Men,21,380.0
GUCCI,Bloom Nettare Di Fiori,Musk,Honeysuckle,4,Men,27,265.0
CHOPARD,Wish,TonkaBean,Jasmine,4,Men,32,3.0
COACH,New York Coach Dreams,Ambroxan,CactusFlowers,5,Women,25,12.0
Calvin Klein,Beauty,VirginiaCedar,Jasmine,5,Men,30,144.0
LANVIN,Rumeur,Patchouli,Rose,5,Women,38,259.0
BURBERRY,My Burberry Bl,Amber,PeachNectar,3,Women,36,119.0
Guerlain,Idylle,Patchouli,Lilac,4,Men,35,388.0
Givenchy,Dahlia Divin Nude,Rose,Cardamom,4,Men,38,17.0
Lattafa,Oud Mood,Musk,Patchouli,4,Women,36,62.0
CHANEL,Bleu De Chanel,Patchouli,Ginger,5,Women,25,81.0
Guerlain,L'Homme Ideal,Vanilla,Ylang-Ylang,4,Men,27,119.0
CHANEL,Allure Sensuelle,Amber,Jasmine,4,Men,34,244.0
Armaf,Club De Nuit Milestone,Ambroxan,VioletSandalwood,5,Men,39,66.0
VERSACE,Dylan Blue,Musk,VioletLeaf,4,Women,25,255.0
Lattafa,Oud Mood Gold Elixir,Vanilla,Leathernotes,4,Men,33,334.0
Guerlain,Mon Florale,Iris,Lily-Of-The-Valley,4,Men,35,100.0
Lancome,Miracle,Musk,MandarinOrange,4,Women,35,39.0
BENTLEY,Absolute,Agarwood,Papyrus,3,Women,36,211.0
Lancome,La Vie Est Belle,TonkaBean,OrangeBlossom,3,Men,31,395.0
PENHALIGON'S,Portraits George,TonkaBeans,ShavingSoap,5,Men,26,8.0
DORALL COLLECTION,Gold Secret,Musk,Lavender,3,Men,29,87.0
HUGO BOSS,XX,Musk,Rose,4,Women,33,107.0
LALIQUE,Encre Noire,CashmereWood,HaitiVetiver,3,Men,39,8.0
Calvin Klein,Eternity,Rosewood,Geranium,4,Men,30,243.0
GUESS,Homme,Musk,VioletLeaves,5,Men,24,392.0
Roberto Cavalli,Dupont,TonkaBean,AfricanOrangeFlower,4,Women,40,70.0
Lancome,Miracle,Musk,Magnolia,5,Women,31,216.0
MONTBLANC,Lady Emblem,Raspberry,Sandalwood,5,Men,22,39.0
HUGO BOSS,Deep Red,Sandalwood,Freesia,4,Women,28,169.0
Dolce & Gabbana,Pour Femme,Vanilla,Jasmine,5,Men,29,67.0
JAGUAR,Vision III,Vanilla,Jasmine,3,Women,29,4.0
ELIE SAAB,Girl of Now Shine,Jasmine,Ylang-ylang,3,Women,27,234.0
CAROLINA HERRERA,Ch Men Sports,Sandalwood,JuniperBerries,3,Women,28,107.0
LACOSTE,Pour Femme,Musk,Hibiscus,3,Men,30,128.0
TRI,En Joy,Cedar,Rose,5,Men,29,197.0
DAVIDOFF,The Game,EbonyWood,Iris,4,Men,36,384.0
VERSACE,L'Homme,Vanilla,Cinnamon,5,Women,40,34.0
Roberto Cavalli,Paradiso Assoluto,Vanilla,WildJasmine,5,Men,30,75.0
GUCCI,Oud,NaturalOudOil,BulgarianRose,4,Women,20,114.0
ELIE SAAB,Girl Of Now,AlmondMilk,Magnolia,5,Men,32,323.0
VERSACE,Dylan Blue,Saffron,Ambroxan,5,Men,33,234.0
Juicy Couture,Vivi La Juicy Limited Edition,Amber,Honeysuckle,4,Men,33,137.0
Pierra Katra,Velvet Oud,Musk,SweetFruityRaspberryNuance,4,Women,20,187.0
Guerlain,L'instant,Amber,Iris,5,Men,33,143.0
HUGO BOSS,Deep Red,Vanilla,GingerFlower,4,Women,35,139.0
Marbert,Marbert Man,Musk,Cinnamon,5,Women,27,400.0
VERSACE,Versace Pour Homme,Amber,Geranium,3,Men,31,175.0
Givenchy,Play Intense,Vetyver,Amyris,4,Women,35,201.0
Givenchy,Blue Label,Olibanum,Cardamom,3,Women,24,164.0
GUCCI,Guilty Absolute,Vetiver,Patchouli,3,Women,25,386.0
S.T.Dupont,S.T. Dupont,Patchouli,Iris,5,Women,39,121.0
MONTBLANC,Explorer,CacaoPod,HaitianVetiver,4,Men,31,81.0
Givenchy,Xeryus Rouge,amber,cinnamon,3,Women,39,107.0
CHANEL,Allure Homme Sport EDT For,AtlasCedar,Neroli,4,Women,34,182.0
BURBERRY,Mr.Burberry,Vetiver,Cedar,4,Women,28,258.0
Ferrari,Man In Red,TonkaBean,YellowPlum,5,Women,24,122.0
Calvin Klein,Beauty,Amber,Pepper,3,Women,38,287.0
LACOSTE,Touch Of Pink,Musk,Cardamom,5,Women,22,128.0
LACOSTE,Challenge,Nutmeg,Amber,4,Men,33,167.0
Givenchy,Xeryus Rouge,CedarWood,RedPepper,4,Women,28,161.0
LACOSTE,L.12.12 Blanc,Suede,Ylang,4,Women,33,400.0
cacharel,Yes I Am ED,Milk,GingerFlower,3,Men,36,260.0
MONTBLANC,Lady Emblem Elixir,Vanilla,DamaskRose,5,Women,40,372.0
Yves Saint Laurent,Supreme Bouquet,Amber,Tuberose,3,Women,20,286.0
Lattafa,Velvet Oud,Amber,Caraway,3,Women,29,274.0
Jean Paul GAULTIER,Scandal,Musk,,4,Women,34,64.0
Ajmal,Evoke,Vanilla,Rose,3,Women,34,28.0
VERSACE,Dylan Blue,Saffron,BlackPepper,5,Women,23,330.0
COACH,Floral,Patchouli,JasmineSambac,3,Men,38,294.0
BURBERRY,The Beat,CedarWood,Bluebell,3,Men,24,298.0
DORALL COLLECTION,DC,Patchouli,Jasmine,5,Men,39,122.0
AVON,Today Tomorrow Always,Sandalwood,Anise,3,Men,38,163.0
Roberto Cavalli,Nero Assoluto,WoodsyNotes,Vanilla,5,Men,21,185.0
Rasasi,Emotion,Vanilla,Freesia,3,Women,33,344.0
BURBERRY,Brit Rhythm Intense,GuaiacWood,Amber,4,Women,40,223.0
GUCCI,Guilty Intense,Patchouli,AfricanOrangeFlower,5,Men,24,72.0
GUESS,Dare,Musk,WildRose,3,Women,28,367.0
HUGO BOSS,Ma Vie,Cedar,PinkFreesia,4,Women,24,290.0
CARTIER,Pasha de Cartier,Oakmoss,BrazilianRosewood,3,Women,22,348.0
GUESS,Homme,Amber,VanillaOrchid,3,Men,38,156.0
Givenchy,Xeryus Rouge,incense,geranium,3,Men,22,64.0
Yves Saint Laurent,Libre,Ambergris,Lavender,4,Men,36,169.0
J.CASANOVA,Plaisir,Amber,Musk,3,Women,34,53.0
PACO RABANNE,Million,Honey,OrangeFlowerAbsolute,4,Women,37,55.0
Dolce & Gabbana,Intenso,Sandalwood,MoepelAccord,4,Men,38,307.0
VERSACE,Oud Noir,Leatherwood,Olibanum,3,Women,28,180.0
S.T.Dupont,Dupont,Amber,CedarWood,5,Men,28,310.0
cacharel,Yes I Am ED,Sandalwood,Gardenia,5,Men,23,23.0
VERSACE,Oud Noir,Leatherwood,Olibanum,5,Men,36,297.0
CAROLINA HERRERA,212 Sexy,CottonCandy,Geranium,3,Men,37,373.0
AZZARO,Chrome,BrazilianRosewood,Pineapple,3,Women,21,96.0
VERSACE,Eros,Musk,Peony,3,Women,26,394.0
Mancera,Cedrat Boise,WoodyNotes,PatchouliLeaves,5,Women,30,191.0
Dolce & Gabbana,The Only One,Marshmallow,Iris,4,Women,36,62.0
DAVIDOFF,Zino,Vanilla,Jasmine,3,Women,30,344.0
Lattafa,Oud Mood,Resin,Patchouli,3,Women,39,162.0
JAGUAR,Jaguar,Vanilla,Sage,5,Women,21,150.0
JAGUAR,Vision III,Sandalwood,Jasmine,4,Women,40,137.0
BURBERRY,Body Tender,Amber,DewyEnglishRoses,3,Men,27,64.0
Roberto Cavalli,Paradisio Azzuro,Cypress,Peach,5,Women,21,26.0
GUCCI,Bloom Aqua Di Fiori,Jasmine,Tuberose,3,Men,27,318.0
S.T.Dupont,Passenger,Sandalwood,Cyclamen,3,Women,28,136.0
Guerlain,Vetiver,Leather,Carnation,4,Women,23,93.0
S.T.Dupont,Essence Pure,Musk,Iris,3,Women,30,352.0
Rasasi,Shuhrah,Leathery,Jasmine,3,Women,30,194.0
GUESS,Marciano,Woody,Sage,5,Women,25,385.0
CARTIER,Declaration Essence,Amber,SicilianLemon,5,Women,30,279.0
CHOPARD,Happy Spirit,CashmereWood,Osmanthus,3,Women,28,60.0
HUGO BOSS,Ma Vie,Cedar,PinkFreesia,3,Women,20,187.0
DIESEL,Plus Plus Masculine,Anise,Birch,5,Women,20,222.0
JAGUAR,Classic Black,Oakmoss,Geranium,3,Women,25,176.0
DORALL COLLECTION,DC,Musk,Rosemary,5,Men,38,247.0
CAROLINA HERRERA,Good Girl,Sandalwood,BulgarianRose,3,Women,32,265.0
Genie Collection,8839 Collection,BlackViolet,ChampacaFlower,5,Men,31,136.0
DAVIDOFF,The Game,EbonyWood,Iris,4,Men,33,102.0
DORALL COLLECTION,Classic Black,cashmereWood,Lavender,4,Men,38,61.0
UNITED COLORS OF BENETTON,Hot Gold,Musk,Rose,4,Women,36,258.0
CHANEL,Bleu De Chanel,Patchouli,Ginger,4,Women,22,1.0
BURBERRY,My Burberry Blush,Wisteria,Geranium,5,Men,31,381.0
Lancome,Magie Noire L'eau,Patchouli,Jasmine,5,Men,37,348.0
Calvin Klein,Sheer Beauty,Sandalwood,Jasmine,3,Men,28,182.0
AZZARO,Chrome Legend,TonkaBean,Cedar,5,Men,30,100.0
S.T.Dupont,Essence Pure,amber,bamboo,5,Men,40,305.0
HUGO BOSS,Boss,Vanilla,Cinnamon,4,Men,32,338.0
Dunhill,Desire Silver,Vetiver,WaterNotes,3,Men,24,384.0
Alina Corel,Monsieur Intense Gold,WhiteMusk,Shepherd,4,Men,38,148.0
S.T.Dupont,Royal Amber,Lemon,Cedar,5,Women,34,207.0
HUGO BOSS,Hugo,Fir,Jasmine,5,Men,27,218.0
Guerlain,Mon Bloom Of Rose,Rose,SambacJasmine,4,Men,35,116.0
GUESS,Marciano,Spicy,Lavenday,5,Women,39,254.0
GUCCI,Rush,Vanilla,Coriander,4,Women,38,320.0
HUGO BOSS,Nuit,Sandalwood,Jasmin,3,Women,22,203.0
Lancome,Magie Noire L'eau,Amber,Ylang-Ylang,5,Women,36,273.0
Dolce & Gabbana,The One,Toacco,Cardamom,3,Women,38,53.0
Revlon,Charlie Blue,Oakmoss,Ylang-Ylang,4,Women,34,322.0
DIESEL,Plus Plus Feminine,Nutmeg,Jasmine,5,Women,29,290.0
NINA RICCI,Mademoiselle Ricci,Cedar,Laurels,5,Men,36,303.0
HERMES,Terre D' Hermes,cedar,geranium,4,Women,33,65.0
VERSACE,The Dreamer,TonkaBean,Geranium,5,Women,26,319.0
Dunhill,Desire Silver,Birch,WaterNotes,3,Women,23,27.0
VERSACE,Crystal Noir,Amber,Gardenia,5,Men,30,202.0
GIORGIO ARMANI,Stronger With You,Vanilla,Pineapple,3,Men,32,123.0
Ajmal,Sacrifice,Oriental,Musky,5,Women,30,325.0
LACOSTE,Pour Femme,Musk,WhiteHeliotrope,4,Men,30,351.0
LALIQUE,Encre Noire,Musk,BourbonVetiver,5,Women,25,89.0
Calvin Klein,Euphoria,Mahogany,BlackOrchid,3,Women,26,41.0
Fendi,L'Acquarossa,RedCedarWhiteMusk,Magnolia,4,Men,24,229.0
BURBERRY,Burberry Body Intense,Amber,Iris,4,Women,38,384.0
BURBERRY,London,Patchouli,aHintofFreshClementineZest,4,Women,29,323.0
AZZARO,Visit,Musk,LebaneseCedar,5,Women,36,200.0
Guerlain,Samsara,Musk,Jasmine,5,Men,38,324.0
PACO RABANNE,Black Xs Potion,LabdanumRum,WormwoodCashmereWood,3,Men,39,119.0
GIORGIO ARMANI,Si Passione,Cedar,Heliotrope,5,Women,25,45.0
TRUSSARDI,Extreme,Patchouli,Fruity-Gourmand,4,Men,28,340.0
MING NA,Beibei Bear Blue Par,Patchouli,Peppery,5,Men,36,292.0
Yves Saint Laurent,L'Homme,TahitianVetiver,VioletLeaf,3,Men,33,124.0
BVLGARI,Petits Et Mamans,WhitePeach,Chamomile,4,Men,33,90.0
PACO RABANNE,Pour Homme,Oakmoss,Geranium,5,Men,20,202.0
Calvin Klein,CK One,Cedar,Nutmeg,5,Women,37,119.0
Dunhill,Desire Silver,Birch,Cardamom,4,Women,35,180.0
Roberto Cavalli,Just Cavalli,Cuddly,TahitianTiareFlowers,5,Women,29,11.0
MONTBLANC,Legend,Sandalwood,Coumarin,3,Women,20,285.0
GUCCI,Memoire  D'une Odeur EDP For Uni,Sandalwood,CoralJasmine,4,Women,27,116.0
Guerlain,Vetiver,Vetiver,Sage,3,Men,30,125.0
UNITED COLORS OF BENETTON,Cold,Vetiver,Coriander,4,Men,34,286.0
MONTBLANC,Emblem Intense,Velvet,Apple,4,Men,27,119.0
Calvin Klein,Escape,Amber,Jasmine,3,Women,33,105.0
Ajmal,Wisal,Rose,Sandalwood,3,Men,28,218.0
Alina Corel,For Ever,Benzoin,Lavender,5,Men,21,388.0
PRIVE,Windsor,Vanilla,Magnalio,5,Women,36,134.0
BURBERRY,Touch,Almonds,Tuberose,3,Men,30,65.0
AZZARO,Pour Homme,Leather,cardamom,5,Men,21,79.0
Estee Lauder,Knowing,Amber,Patchouli,5,Women,26,261.0
GUESS,Homme,Musk,VioletLeaves,3,Women,37,43.0
LA PERLA,Divina,Amber,Africanorange,3,Men,24,356.0
Alrehab,Anfas Aloud,oud,bergamot,5,Women,37,323.0
CAROLINA HERRERA,212 Wild Party,Musk,Orchid,4,Women,25,106.0
Roberto Cavalli,Florence,Musk,HibiscusSeeds,3,Women,40,125.0
Geoffrey Beene,Grey Flannel For Men,Vetiver,Geranium,3,Men,29,177.0
MONTBLANC,Legend,Sandalwood,Apple,5,Men,34,375.0
TRI,En Joy,Sandalwood,Rose,3,Women,31,313.0
AZZARO,Wanted,tonkabean,geranium,5,Women,34,275.0
Calvin Klein,Obsession,Patchouli,Nutmeg,4,Women,35,335.0
Mancera,Red Tobacco,VanillaPods,Jasmine,4,Men,30,5.0
GIORGIO ARMANI,Code,TonkaBean,OliveFlowerSpicedWithStarAnise,5,Women,35,118.0
HUGO BOSS,The Scent,Cacao,Osmanthus,5,Men,26,243.0
Guerlain,L'Instant Magic,Almond,Freesia,5,Women,33,201.0
ROGER & GALLET,Open,Lamon,Thyme,4,Men,38,245.0
DORALL COLLECTION,Simple,Amber,gardenia,3,Men,20,42.0
Guerlain,Ideal,TonkaBeans,BulgarianRose,4,Men,23,379.0
HUGO BOSS,Femme,Apricot,FleurDeLys,3,Women,27,228.0
GIORGIO ARMANI,Si Possione,Amberwood,Heliotrope,5,Men,20,81.0
Mancera,Roses Vanille,Sugar,Sugar,3,Men,22,106.0
Dolce & Gabbana,The Only One 2,Patchouli,Violet,3,Women,39,108.0
GUCCI,Rush,Vetiver,Coriander,4,Women,36,2.0
Calvin Klein,Sheer Beauty,Vanille,Peony,3,Women,30,347.0
PACO RABANNE,Paco Rabanne,Tobacco,Thyme,5,Men,32,107.0
Franck Olivier,Oud Vanille,Musk,Violet,3,Women,27,123.0
J.CASANOVA,Plaisir,Musk,Pear,4,Women,21,114.0
AZZARO,Chrome Legend,Cedar,Musk,5,Women,29,348.0
AZZARO,Visit,Amber,Labdanum,4,Women,20,299.0
Ajmal,Sacrifice,Musky,Musky,5,Women,22,270.0
joop,Go,BalsamFir,Violet,4,Women,31,327.0
NARCISO RODRIGUEZ,Narciso Rodriguez,Sandalwood,Musk,3,Women,31,339.0
PRIVE,Windsor,Blackberry,OrangeBloosm,3,Men,21,278.0
Yves Saint Laurent,Kouros Silver,WoodyNotes,Sage,5,Men,40,254.0
GUESS,Dare,Musk,WildRose,3,Women,23,197.0
TED LAPIDUS,Creation,Tuberose,Jasmine,4,Women,21,162.0
HUGO BOSS,Boss Bottled Man Of Today,Cedarwood,Geranium,3,Women,25,160.0
JAGUAR,Classic Blue,Sandalwood,Ginger,4,Men,22,62.0
Lattafa,Rouat Al Oud,Patchouli,Cardamom,4,Women,31,93.0
Dunhill,Desire,Vanilla,Patchouli,4,Women,29,70.0
CHLOE,Love Story,Musk,Sage,3,Women,35,383.0
Calvin Klein,Eternity,Sandalwood,Jasmine,3,Men,26,386.0
GUCCI,Guilty,Patchouli,Lilac,4,Women,36,185.0
CHANEL,Bleu De Chanel,Incense,Ginger,4,Women,23,22.0
Mancera,Wild Leather,Amber,Violet,4,Women,27,356.0
Genie Collection,1029 Collection,Mahogany,Magnolia,4,Women,25,377.0
Alina Corel,Monsieur Oud,Cedar,Water,4,Men,31,97.0
Roberto Cavalli,Paradiso Assoluto,Vanilla,RedLily,4,Men,24,316.0
PACO RABANNE,Invictus,GuaiacWood,GrapefruitZests,4,Women,40,168.0
LALIQUE,Encre Noire,Musk,BourbonVetiver,5,Men,24,86.0
Juicy Couture,Viva La Juicy Noir,Vanilla,Jasmine,5,Women,38,191.0
HUGO BOSS,XX,Sandalwood,Rice,3,Women,34,298.0
TED LAPIDUS,Rumba,patchouli,jasmine,5,Women,38,360.0
MONTBLANC,Legend,TonkaBean,OakMoss,3,Women,21,113.0
S.T.Dupont,Essence Pure,Amber,Iris,3,Men,34,146.0
Calvin Klein,Sheer Beauty Essence,Musk,Magnolia,5,Men,22,321.0
CHLOE,Love Story,Musk,Coriander,4,Men,33,316.0
AVON,Tomorrow,Balsamic,Musk,3,Men,31,162.0
NARCISO RODRIGUEZ,Narciso Rodriguez For Her,Vetiver,Amber,3,Women,21,159.0
BOUCHERON,Quatre,Musk,Apple,3,Women,29,27.0
cacharel,Anais Anais Loriginal,Musk,Lily,4,Men,31,343.0
Roberto Cavalli,Florence,Amber,HibiscusSeeds,4,Women,30,94.0
HUGO BOSS,Ma Vie,WoodyNotes,Rose,3,Men,36,225.0
Britney Spears,Fantasy,CreamyMusk,Jasmine,5,Men,30,178.0
Genie Collection,Premium,Patchouli,Jasmine,5,Men,40,350.0
CHLOE,Chloe,Cedar,Rose,4,Women,22,208.0
COACH,New York Coach Dreams,JoshuaTree,CactusFlowers,3,Women,29,172.0
Miu Miu,miu miu,Akigalawood,Jasmine,5,Men,39,228.0
jennifer lopez,Still,Sandalwood,Honeysuckle,5,Men,27,67.0
KORLOFF,In White,VirginiaCedar,ClarySage,4,Men,23,360.0
LANVIN,Modern Princess,WhiteMusk,Jasmine,5,Men,34,244.0
HOUBIGANT,Quelques Fleurs L'Original,Honey,Jasmine,3,Men,21,215.0
RALPH LAUREN,Safari,patchouli,cinnamon,4,Women,26,243.0
Calvin Klein,Reveal,GoldenAmber,AgaveNectar,5,Women,26,228.0
al raheeb,Oud Khurafi,Cashmeran,Woody,5,Women,40,375.0
Mancera,Roses Vanille,Cedar,Sugar,4,Women,35,72.0
DORALL COLLECTION,Islanders,Patchouli,BayLeaf,4,Men,22,134.0
GIORGIO ARMANI,Code,Leather,OliveFlowerSpicedWithStarAnise,3,Men,35,136.0
VERSACE,Eros,Vetiver,Ambroxan,5,Women,34,24.0
Lancome,Idol,WhiteMusk,TurkishRose,5,Women,40,167.0
Creation Lamis,Above The Law,HaitianVetiver,GuatemalanCardamom,5,Men,22,270.0
Dolce & Gabbana,The One,Amber,Cardamom,3,Women,38,13.0
Lattafa,Rouat Al Oud,Vetiver,Cardamom,4,Men,22,87.0
HUGO BOSS,Nuit,WarmWoods,Violet,3,Women,27,243.0
LE CHAMEAU,Genesis Oud Malaki,Musk,Apple,5,Women,38,118.0
LACOSTE,Lacoste,Amber,Jasmine,4,Men,21,9.0
MONTBLANC,Starwalker,Amber,WhiteMusk,4,Men,25,98.0
Guerlain,L'Homme Ideal,Amber,Jasmine,5,Men,22,363.0
Roberto Cavalli,Uomo,Patchouli,Lavender,5,Men,40,72.0
HUGO BOSS,Bottled Tonic,WoodsyNotes,Cloves,3,Men,33,240.0
Yves Saint Laurent,Kouros Silver,Amber,Sage,3,Women,29,291.0
Gres,Cabotine,TonkaBean,Iris,3,Men,35,215.0
Alrehab,Anfas Aloud,oud,bergamot,3,Men,38,229.0
Ard Al Zaafaran,Oud Sharqia,SweetWood,Citric,5,Men,32,29.0
Roberto Cavalli,Paradiso Assoluto,Vanilla,WildJasmine,4,Women,22,306.0
VERSACE,Versace Pour Homme,Musk,Geranium,5,Men,36,275.0
Roberto Cavalli,Paradiso,Cypress,Jasmine,4,Men,27,187.0
Dior,Sauvage,Cedar,Lavender,4,Men,34,43.0
Aramis,Brown,Oakmoss,Sandalwood,4,Men,26,168.0
BVLGARI,Extreme,HaitianVetiver,GuatemalanCardamom,4,Women,37,272.0
S.T.Dupont,Royal Amber,Mint,Sandalwood,3,Men,27,353.0
Lattafa,Velvet Oud,Oakmoss,Jasmine,3,Men,34,259.0
TESORI D´ORIENTE,Lotus Flower Aromatic Par,WoodsyNotes,Lotus,3,Men,31,315.0
Dior,Sauvage Perf,TonkaBean,Sandalwood,4,Women,20,142.0
Calvin Klein,CK One,Sandalwood,Rose,4,Men,40,309.0
DORALL COLLECTION,Eventful,Musk,Rose,3,Women,32,99.0
Lattafa,Sheikh Shuyukh,Patchouli,Rosemary,3,Men,22,22.0
jennifer lopez,Live Luxe,softmusk,exoticamethystfreesia,3,Women,34,6.0
TED LAPIDUS,Rumba Passion Ted Lapidus,Honey,Jasmine,3,Women,20,287.0
Guerlain,L'Instant Magic,Wood,Freesia,3,Women,20,262.0
Rasasi,Blue,Amber,Coriander,4,Women,39,331.0
HUGO BOSS,Bottled Night,MuskyNotes,Jasmine,4,Men,39,239.0
Shiseido,Zen,Marine,Freesia,3,Women,31,283.0
Roberto Cavalli,Just Cavalli,Leather,Vetiver,4,Women,34,13.0
Mancera,Coco Vanille,WoodyNotes,Jasmine,5,Women,30,170.0
Dunhill,Desire,Labdanum,Teakwood,5,Men,35,339.0
Givenchy,L'Interdit,Vanilla,Jasmine,5,Women,37,377.0
PACO RABANNE,Invictus,PatchouliHeart,GrapefruitZests,4,Men,37,129.0
S.T.Dupont,Essence Pure,Musk,Iris,4,Men,20,198.0
Lattafa,Oud Mood Gold Elixir,Ambra,Oudwood,3,Women,30,253.0
PACO RABANNE,One Million,Amber,Rose,5,Women,25,227.0
MONTBLANC,Lady Emblem,,Jasmine,4,Women,20,334.0
Jimmy Choo,jimmy,Amber,PinkPepper,5,Men,35,242.0
Lancome,La Vie Est Belle,Patchouli,Jasmine,4,Men,35,333.0
GUCCI,Flora,Patchouli,Plumeria,3,Men,31,358.0
Guerlain,Mon Bloom Of Rose,Neroli,SambacJasmine,3,Men,30,113.0
LACOSTE,Eau De Lacoste,PeruBalsam,SambacJasmine,3,Men,32,173.0
Mancera,Musky Garden,Blackberry,IndianJasmine,5,Women,34,100.0
Lancome,Miracle,Musk,Ginger,3,Men,23,364.0
DORALL COLLECTION,Pink Hearts,Musk,Strawberry,3,Women,35,36.0
BURBERRY,For Women EDP Natural Sp,Musk,Sandalwood,4,Men,40,104.0
Ajmal,Sacrifice,Oriental,Floral,5,Women,34,214.0
GUCCI,Guilty Black,Patchouli,OrangeFlower,5,Women,35,66.0
Jean Paul GAULTIER,Scandal,Licorice,Honey,4,Men,26,94.0
cacharel,Anais Anais Loriginal,BlackCurrant,Rose,5,Women,37,247.0
AMOUAGE,Honour,TonkaBean,Nutmeg,3,Women,37,331.0
DAVIDOFF,Cool Water,Tobacco,Sandalwood,5,Women,33,97.0
VERSACE,Crystal Noir,Sandalwood,JasmineDry,3,Women,36,72.0
AVON,Tomorrow,Woody,Musk,4,Men,28,215.0
BURBERRY,My Burberry,Damascus,GoldenQuince,5,Men,39,275.0
DORALL COLLECTION,Love You Like Crazy,Patchouli,jasmine,3,Women,35,361.0
